"IP","Categories","ReportDate","Comment"
"46.173.208.61","4,19","2025-01-14T14:02:48+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"125.240.136.156","4,19","2025-01-14T14:02:49+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"186.208.81.214","4,19","2025-01-14T14:02:50+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"139.180.136.23","4,19","2025-01-14T14:02:50+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"41.180.70.2","4,19","2025-01-14T14:02:49+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"102.222.197.171","4,19","2025-01-14T14:02:50+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
"2a02:4780:28:3ab4::1","4,19","2025-01-14T14:02:50+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
"62.80.168.131","4,19","2025-01-14T14:02:50+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"186.96.50.113","4,19","2025-01-14T14:02:50+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"43.130.146.142","4,19","2025-01-14T14:02:50+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"45.236.112.86","4,19","2025-01-14T14:02:51+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"168.195.102.12","4,19","2025-01-14T14:02:51+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"27.147.217.102","4,19","2025-01-14T14:02:51+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"94.101.185.243","4,19","2025-01-14T14:02:51+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"171.229.144.142","4,19","2025-01-14T14:02:51+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"217.26.67.57","4,19","2025-01-14T14:02:51+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"103.234.35.142","4,19","2025-01-14T14:02:51+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"138.199.29.136","4,19","2025-01-14T14:02:51+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"103.154.77.75","4,19","2025-01-14T14:02:52+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"192.46.229.19","4,19","2025-01-14T14:02:52+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"103.242.104.209","4,19","2025-01-14T14:02:52+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"186.121.234.93","4,19","2025-01-14T14:02:52+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"31.146.5.178","4,19","2025-01-14T14:02:52+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"103.148.44.125","4,19","2025-01-14T14:02:53+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"20.89.45.135","4,19","2025-01-14T14:02:53+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"52.176.154.7","4,19","2025-01-14T14:02:54+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"168.138.55.69","4,19","2025-01-14T14:02:54+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"8.219.102.193","4,19","2025-01-14T14:02:54+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"117.207.147.21","4,19","2025-01-14T14:02:54+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"180.191.23.66","4,19","2025-01-14T14:02:54+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"103.143.169.130","4,19","2025-01-14T14:02:55+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"41.59.249.98","4,19","2025-01-14T14:02:55+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"240e:378:1801:31cb:619c:3d65:7f4c:44b7","4,19","2025-01-14T14:03:03+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"180.251.72.191","4,19","2025-01-14T14:02:56+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"190.61.44.134","4,19","2025-01-14T14:02:57+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"91.108.130.18","4,19","2025-01-14T14:02:58+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"62.210.37.74","4,19","2025-01-14T14:02:58+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"171.232.183.37","4,19","2025-01-14T14:02:57+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
"103.180.196.6","4,19","2025-01-14T14:02:58+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"103.173.138.190","4,19","2025-01-14T14:02:59+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
"103.130.116.39","4,19","2025-01-14T14:03:03+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
"36.81.9.206","4,19","2025-01-14T14:02:59+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"5.160.32.34","4,19","2025-01-14T14:03:00+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"200.10.31.182","4,19","2025-01-14T14:02:58+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
"38.7.20.138","4,19","2025-01-14T14:02:59+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"103.227.24.37","4,19","2025-01-14T14:02:59+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
"45.185.51.242","4,19","2025-01-14T14:02:59+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
"122.54.105.109","4,19","2025-01-14T14:02:59+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"5.104.174.199","4,19","2025-01-14T14:03:00+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"45.5.119.222","4,19","2025-01-14T14:03:00+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"140.245.85.78","4,19","2025-01-14T14:03:01+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
"45.237.75.6","4,19","2025-01-14T14:03:01+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"103.103.88.100","4,19","2025-01-14T14:03:00+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"103.235.181.130","4,19","2025-01-14T14:03:01+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
"103.204.129.42","4,19","2025-01-14T14:03:01+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"125.20.72.28","4,19","2025-01-14T14:03:03+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"168.126.74.132","4,19","2025-01-14T14:03:03+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"2a12:5940:ba6b::2","4,19","2025-01-14T14:03:03+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"161.49.176.173","4,19","2025-01-14T14:03:03+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"183.182.103.2","4,19","2025-01-14T14:03:03+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"20.121.139.25","4,19","2025-01-14T14:03:03+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"79.208.243.112","4,19","2025-01-14T14:03:03+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"161.97.178.90","4,19","2025-01-14T14:03:04+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"223.205.39.122","4,19","2025-01-14T14:03:04+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"108.62.60.32","4,19","2025-01-14T14:03:04+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"198.52.241.102","4,19","2025-01-14T14:03:04+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"125.99.106.250","4,19","2025-01-14T14:03:05+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"121.101.132.99","4,19","2025-01-14T14:03:05+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"23.88.122.28","4,19","2025-01-14T14:03:05+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"185.232.152.69","4,19","2025-01-14T14:03:05+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"103.130.131.83","4,19","2025-01-14T14:03:05+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
"103.25.111.246","4,19","2025-01-14T14:03:05+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"203.190.46.27","4,19","2025-01-14T14:03:05+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"116.254.96.189","4,19","2025-01-14T14:03:05+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"103.81.254.249","4,19","2025-01-14T14:03:05+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"77.34.172.137","4,19","2025-01-14T14:03:05+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"178.124.77.98","4,19","2025-01-14T14:03:05+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"222.132.57.173","4,19","2025-01-14T14:03:10+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"189.50.9.30","4,19","2025-01-14T14:03:06+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"64.6.8.5","4,19","2025-01-14T14:03:06+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"27.147.140.129","4,19","2025-01-14T14:03:06+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"122.3.77.27","4,19","2025-01-14T14:03:06+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"47.252.4.106","4,19","2025-01-14T14:03:07+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"186.237.131.122","4,19","2025-01-14T14:03:07+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"168.0.239.214","4,19","2025-01-14T14:03:07+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"165.165.182.242","4,19","2025-01-14T14:03:07+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"14.241.121.138","4,19","2025-01-14T14:03:07+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
"91.241.21.17","4,19","2025-01-14T14:03:08+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
"91.202.145.194","4,19","2025-01-14T14:03:07+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
"122.52.141.182","4,19","2025-01-14T14:03:07+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
"187.43.178.144","4,19","2025-01-14T14:03:08+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"181.209.125.123","4,19","2025-01-14T14:03:08+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"103.159.195.139","4,19","2025-01-14T14:03:08+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
"200.41.170.212","4,19","2025-01-14T14:03:08+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
